id,id_old,title,genres,authors,description,readers_count,avg_rating,genre_score,book_description
2052,173588,Застава на Якорном Поле,Научная фантастика,Владислав Крапивин,"жанр: приключения
темы: героизм, выживание, честь, долг, дружба
конфликт: Противоречия между долгом и опасностью.
смысл: Книга рассказывает о приключениях и испытаниях группы людей.",14,4.3,132,
2053,278510,Такси для ангела,Современные детективы,Виктория Платова,"жанр: повесть
темы: любовь, смерть, выбор, внутренний конфликт, идентичность
конфликт: Противоречие между жизнью и смертью.
смысл: Героиня помогает душам умерших попасть в иной мир.",12,5.0,132,
2054,172463,Сын крестного отца,Современные детективы,Марина Серова,"жанр: детектив
темы: семья, власть, коррупция, предательство, честь, долг
конфликт: Противоречия между семьей и законом, между верностью и долгом.
смысл: Книга рассказывает о расследовании, связанном с семьей и коррупцией.",8,4.3,132,
2055,106497,Интроверт. Выйти из тени,Научная фантастика,Родион Кудрин,"жанр: психологический роман
темы: интроверсия, самопознание, идентичность, психология личности, внутренний конфликт, одиночество
конфликт: противоречие между внутренним миром и внешними ожиданиями, поиск своего места в обществе
смысл: книга о поиске себя и своего места в мире через преодоление интроверсии и внутреннего конфликта.",13,5.0,132,
2056,278230,Нирвана для чудовища,Современные детективы,Галина Романова,"жанр: роман
темы: любовь, одиночество, внутренний конфликт, идентичность, смысл жизни
конфликт: Противоречие между стремлениями и реальностью. Конфликт личности с собой.
смысл: Герой ищет свое место в мире и пытается понять себя. Роман о самопознании и поиске смысла жизни.",22,4.7,132,
2057,222105,Медальон Великой княжны,Современные детективы,Юлия Алейникова,"жанр: исторический роман
темы: семья, власть, история, предательство, честь
конфликт: борьба за власть, семейные секреты
смысл: Описание событий, связанных с медальоном Великой княжны и его влиянием на исторические события.",20,4.9,132,
2058,243881,Приличный человек,Современные детективы,Чингиз Абдуллаев,"жанр: роман
темы: мораль, выбор, внутренний конфликт, идентичность, психология личности
конфликт: противоречия между личными ценностями и социальными нормами
смысл: произведение о поиске героем своего места в обществе и осмыслении понятия ""приличный человек"".",22,4.8,132,
2059,111231,Призраки Петрограда 1922—1923 гг. Криминальная драма. Детектив,Современные детективы,Аnn fon Luger,"жанр: детектив
темы: преступление, расследование, тайна, выживание, власть, общество
конфликт: Противоречия между преступностью и законом, борьба за власть и контроль.
смысл: Книга рассказывает о криминальных событиях в Петрограде в 1922-1923 гг. и их расследовании.",10,5.0,132,
2060,75874,Преступный ход конем,Современные детективы,Марина Серова,"жанр: детектив
темы: преступление, расследование, тайна, манипуляция, психопатология, отношения
конфликт: Противоречия между преступником и жертвой, между реальностью и ожиданиями.
смысл: В книге описывается расследование преступления, в котором используется нестандартный ход.",11,3.7,132,
2061,203136,Предпоследний круг ада,Современные детективы,Ольга Володарская,"жанр: роман
темы: любовь, предательство, выживание, внутренний конфликт, идентичность
конфликт: Противостояние добра и зла, выбор между жизнью и смертью.
смысл: Героиня сталкивается с серией испытаний, которые заставляют ее переоценить свои ценности и сделать трудный выбор. Роман описывает сложные отношения между людьми и внутренние struggles героини.",27,4.3,132,
2062,248839,Похищение по расписанию,Современные детективы,Марина Серова,"жанр: детектив
темы: преступление, расследование, тайна, манипуляция, отношения, выбор
конфликт: Противоречие между планом и реальностью.
смысл: Героиня становится участницей событий, связанных с расследованием. Происходит раскрытие тайны.",16,5.0,132,
2063,71364,Поражающий агент,Современные детективы,Фридрих Незнанский,"жанр: детектив
темы: расследование, преступление, тайна, власть, коррупция
конфликт: противоречия между законом и коррупцией
смысл: книга рассказывает о расследовании преступления",19,4.3,132,
2064,149764,Попытка не пытка,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, преступление, тайна, манипуляция, психопатология, отношения
конфликт: Противоречия в деле, сложные взаимоотношения
смысл: Книга рассказывает о расследовании преступления, о сложных отношениях между людьми и о поиске истины.",9,5.0,132,
2066,309271,Подарок для Адиль,"Современные детективы,Русское фэнтези",Лидия Гончарова,"жанр: повесть
темы: семья, любовь, взросление, выбор, смысл жизни
конфликт: внутренние противоречия героини, поиск своего места в жизни
смысл: повесть о взрослении и поиске своего пути в жизни.",14,5.0,132,
2067,64187,Персональный апокалипсис,Современные детективы,Татьяна Коган,"жанр: психологический роман
темы: внутренний конфликт, одиночество, смерть, самопознание, идентичность
конфликт: внутренний кризис, столкновение с реальностью
смысл: роман о переживании личного апокалипсиса и поисках смысла жизни.",13,5.0,132,
2068,237936,Отражение Нового года,Современные детективы,Анна и Сергей Литвиновы,"жанр: детектив
темы: расследование, тайна, семья, отношения, преступление
конфликт: расследование убийства, раскрытие тайны
смысл: В книге описывается расследование убийства, связанного с Новым годом.",14,,132,
2071,76513,Молитвослов императрицы,Современные детективы,Мария Спасская,"жанр: биография
темы: императрица, молитва, православие, семья, власть, история
конфликт: противоречия между личной жизнью и государственными обязанностями, влияние религии на принятие решений
смысл: Описание жизни и деятельности императрицы, её роли в истории и влияние православия на её жизнь и решения.",13,4.7,132,
2072,59190,Когда вымерли динозавры?,Научная фантастика,Кир Булычев,"жанр: научная фантастика
темы: динозавры, вымирание, палеонтология, наука, технологии, будущее
конфликт: изучение причин вымирания динозавров
смысл: книга рассказывает о вымирании динозавров и их месте в истории Земли.",16,5.0,132,
2073,202390,Соблазны Снежной королевы,Современные детективы,Марина Крамер,"жанр: роман
темы: любовь, выбор, внутренний конфликт, идентичность, мораль
конфликт: столкновение желаний и долга, соблазн и реальность
смысл: роман о сложных жизненных выборах и их последствиях, о борьбе между желаниями и долгом.",39,4.5,132,
2074,67178,Слуги сатаны,Современные детективы,Илья Деревянко,"жанр: детектив
темы: расследование, преступление, тайна, манипуляция, психопатология
конфликт: Противоречия между добром и злом, законом и преступлением
смысл: Книга рассказывает о расследовании преступлений и раскрытии тайн.",15,5.0,132,
2075,43621,Проклятие Стравинского,Современные детективы,Валерия Леман,"жанр: роман
темы: любовь, семья, предательство, смысл жизни, внутренний конфликт
конфликт: Противоречия в семье и борьба за истину
смысл: Роман о семейных секретах и последствиях выбора.",15,4.2,132,
2076,298460,Слишком верная жена,Современные детективы,Наталия Антонова,"жанр: психологический роман
темы: любовь, семья, внутренний конфликт, идентичность, психология личности
конфликт: противоречия в отношениях, проблемы с самоопределением
смысл: роман о сложных отношениях и поиске себя.",20,4.9,132,
2077,171503,Сквозь аметистовые очки,Современные детективы,Ирина Грин,"жанр: роман
темы: любовь, одиночество, самопознание, идентичность, внутренний конфликт
конфликт: противоречия в отношениях, поиск себя
смысл: роман о сложных отношениях и поиске собственной идентичности.",15,4.5,132,
2078,144077,Силиконовая надежда,Современные детективы,Марина Крамер,"жанр: роман
темы: любовь, семья, внутренний конфликт, идентичность, психология личности
конфликт: противоречия в отношениях, личностный кризис
смысл: книга рассказывает о жизни главной героини, о ее отношениях и поиске себя.",44,4.7,132,
2079,219611,Сердцем на Восток,Современные детективы,Анна и Сергей Литвиновы,"жанр: приключения
темы: путешествия, выживание, опасность, героизм, предательство
конфликт: Противостояние добра и зла, выживание в экстремальных условиях
смысл: Герои книги отправляются в путешествие на Восток, где сталкиваются с различными вызовами и испытаниями.",22,4.9,132,
2080,240291,Селфи со многими неизвестными,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, тайна, манипуляция, психология личности, отношения
конфликт: Противоречия в отношениях, Расследование событий
смысл: В книге описывается расследование событий, выявляются скрытые мотивы и раскрываются тайны.",16,3.0,132,
2082,172870,В операционной,Научная фантастика,Юрий Никитин,"жанр: повесть
темы: медицина, хирургия, профессионализм
конфликт: работа в операционной, сложные решения
смысл: описание работы хирургов и их взаимодействия в операционной.",18,4.8,132,
2083,72385,Бухта радужных струй,Научная фантастика,Иван Ефремов,"жанр: научная фантастика
темы: космос, путешествия, выживание, опасность, героизм
конфликт: Противоречия между стремлением к открытиям и опасностью в неизведанном космосе.
смысл: Описание фантастического путешествия в неизведанные области космоса.",9,5.0,132,
2084,19057,Слишком сильная женщина,Современные детективы,Елена Гордина,"жанр: роман
темы: любовь, семья, внутренний конфликт, идентичность, самопознание
конфликт: Противоречия в личной жизни и отношениях.
смысл: Книга рассказывает о жизни и проблемах сильной женщины.",24,4.2,132,
2085,321195,Капитан,Научная фантастика,Сергей Лукьяненко,"жанр: приключения
темы: героизм, выживание, власть, опасность, честь, долг
конфликт: Противостояние добра и зла, борьба за выживание
смысл: Книга рассказывает о приключениях капитана и его борьбе с опасностями.",39,4.1,132,
2086,49742,Как погиб Канг,"Научная фантастика,Классика фантастики",Аркадий и Борис Стругацкие,"жанр: научная фантастика
темы: наука, технологии, искусственный интеллект, выживание, опасность
конфликт: Противоречие между прогрессом и безопасностью
смысл: Описание последствий научного эксперимента.",13,5.0,132,
2087,186561,Леди Идеал,Современные детективы,Анна и Сергей Литвиновы,"жанр: роман
темы: любовь, семья, выбор, мораль, внутренний конфликт
конфликт: столкновение идеалов и реальности, поиск истинных ценностей
смысл: рассказ о жизненном пути и поисках смысла жизни главной героини.",34,4.2,132,
2088,244458,Ларец Лунной Девы,Современные детективы,Наталья Солнцева,"жанр: приключения
темы: любовь, тайна, выживание, опасность, героизм
конфликт: Борьба за артефакт, Противостояние сил
смысл: Героиня ищет ларец, связанный с её прошлым. По пути она сталкивается с опасностями и загадками.",24,4.9,132,
2089,939,Отпуск на тот свет,Современные детективы,Анна и Сергей Литвиновы,"жанр: детектив
темы: убийство, расследование, тайна, загадка, смерть, выживание
конфликт: Расследование убийства, тайна прошлого
смысл: В книге описывается расследование убийства, в которое вовлечены герои. Происходит раскрытие тайны.",30,4.8,132,
2090,295202,Отель «Толедо»,Современные детективы,Анна Малышева,"жанр: роман
темы: семья, одиночество, смерть, вина, прощение
конфликт: внутренние противоречия, семейные секреты
смысл: роман о семейных тайнах и последствиях событий прошлого.",41,4.3,132,
2092,18078,Острая нить,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, тайна, преступление, выживание, опасность
конфликт: Противоречия между следованием закона и личными интересами.
смысл: В книге описываются события, связанные с расследованием преступлений.",14,4.6,132,
2093,286401,Осенний детектив,Современные детективы,"Галина Романова,Анна и Сергей Литвиновы,Валерия Вербинина,Татьяна Устинова,Марина Крамер,Инна Бачинская,Евгения Михайлова","жанр: детектив
темы: расследование, тайна, преступление, отношения, выживание
конфликт: раскрытие преступления, противостояние преступника и следователя
смысл: книга рассказывает о расследовании преступлений и событиях, связанных с этим процессом.",12,,132,
2095,37607,Новогодняя сказка,Современные детективы,Татьяна Полякова,"жанр: приключения
темы: любовь, семья, выбор, смысл жизни, добро и зло
конфликт: столкновение добра и зла, внутренние противоречия
смысл: Героиня оказывается в сложной ситуации, где ей приходится делать выбор и столкнуться с последствиями.",47,4.6,132,
2096,243802,Нирвана с привкусом яда,Современные детективы,Анна Данилова,"жанр: роман
темы: любовь, предательство, вина, свобода, выбор, внутренний конфликт
конфликт: Противоречия между желаниями и долгом. Борьба с внутренними демонами.
смысл: Героиня ищет смысл жизни и сталкивается с последствиями своих выборов. Роман о сложностях человеческих отношений и самопознании.",13,5.0,132,
2097,152716,Никогда я не был на Босфоре,Современные детективы,Татьяна Устинова,"жанр: исторический роман
темы: история, семья, выживание, предательство, честь
конфликт: Противоречия между личными убеждениями и требованиями государства. Борьба за выживание в условиях политических репрессий.
смысл: Книга рассказывает о жизни людей в сложный исторический период.",110,4.4,132,
2098,155795,Неизвестная пьеса Агаты Кристи,Современные детективы,Елена Арсеньева,"жанр: пьеса
темы: детектив, тайна, расследование, преступление, загадка, убийство
конфликт: тайна пьесы, неизвестной миру
смысл: Пьеса представляет собой детективную историю с загадочным преступлением.",14,,132,
2099,258843,Незнакомка до востребования,Современные детективы,Анна Данилова,"жанр: роман
темы: любовь, семья, выбор, идентичность, отношения
конфликт: Противоречия в отношениях, сложности выбора
смысл: Роман о сложных отношениях и выборе пути в жизни.",22,4.6,132,
2101,307019,Надежду убивают первой,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, преступление, тайна, выживание, опасность
конфликт: Противоречия между преступником и жертвой, между следствием и сокрытием истины.
смысл: В книге описывается расследование преступления, в ходе которого раскрывается тайна и восстанавливается справедливость.",16,4.8,132,
2102,230845,Монета скифского царя,Современные детективы,Анна Князева,"жанр: исторический роман
темы: история, археология, власть, древние цивилизации, культура
конфликт: борьба за власть, поиск истины
смысл: Описание исторических событий и поиск артефактов.",25,4.9,132,
2103,246449,Ложь. Фантастика,Научная фантастика,Павел Карелин,"жанр: фантастика
темы: ложь, фантастика, реальность
конфликт: Противоречие между реальностью и фантазией.
смысл: Книга рассказывает о соотношении лжи и фантастики в жизни человека.",13,4.7,132,
2104,43233,Логово зверя,Научная фантастика,Василий Головачев,"жанр: научная фантастика
темы: выживание, опасность, героизм, власть, коррупция
конфликт: Противостояние добра и зла, борьба за выживание
смысл: Описание событий, связанных с противостоянием и выживанием в фантастическом мире.",19,4.5,132,
2106,859,Круг любителей покушать,Научная фантастика,Вадим Панов,"жанр: роман
темы: еда, общество, традиции, культура, социальные нормы
конфликт: столкновение интересов, борьба за власть
смысл: Описание жизни и деятельности группы людей, объединенных общей страстью к еде.",20,4.9,132,
2108,254326,Мой друг Тарантино,Современные детективы,Татьяна Полякова,"жанр: повесть
темы: дружба, взросление, выбор, мораль, внутренний конфликт
конфликт: противоречия в отношениях, сложности взросления
смысл: повествование о дружбе и сложностях взросления.",48,4.4,132,
2109,40172,Мишень для сердечных ударов,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, преступление, тайна, манипуляция, психопатология, отношения
конфликт: Противоречия между следователем и преступником, противостояние добра и зла.
смысл: В книге описывается расследование преступления, в ходе которого выявляются сложные психологические мотивы и раскрывается тайна.",15,5.0,132,
2110,149562,Мешок с неприятностями,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, преступление, тайна, манипуляция, психопатология, отношения
конфликт: Противоречия в расследовании, тайна и обман
смысл: В книге описывается расследование преступления, в котором protagonista сталкивается с тайнами и обманом.",21,4.7,132,
2113,180719,Каждый за себя,Современные детективы,Александра Маринина,"жанр: роман
темы: семья, выбор, мораль, внутренний конфликт, идентичность
конфликт: Противоречия между личными интересами и социальными ожиданиями.
смысл: Роман о сложных взаимоотношениях в семье и поиске собственного пути в жизни.",102,4.6,132,
2114,50804,Мандариновый июнь,Современные детективы,Анна и Сергей Литвиновы,"жанр: детектив
темы: расследование, тайна, семья, отношения, предательство
конфликт: Поиск истины, противостояние
смысл: Расследование событий прошлого, раскрытие загадок",25,4.4,132,
2116,1938,Ловкая бестия,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, тайна, манипуляция, психология личности, отношения, предательство
конфликт: Противоречия между главными персонажами, расследование преступления
смысл: Героиня расследует преступление, раскрывая сложные отношения и мотивы.",25,4.7,132,
2117,28225,Лихой поворот,Современные детективы,Марина Серова,"жанр: детектив
темы: расследование, тайна, преступление, выживание, опасность
конфликт: Противоречия в ходе расследования.
смысл: Героиня расследует преступление. Происходит раскрытие тайны.",19,4.8,132,
2118,79633,Лекарство против иллюзий,Современные детективы,Татьяна Коган,"жанр: психологический роман
темы: самопознание, внутренний конфликт, идентичность, психология личности, иллюзии, реальность
конфликт: противоречие между реальностью и иллюзиями, поиск истинного себя
смысл: роман о поиске истинного себя и понимании реальности.",13,4.5,132,
2119,152988,Хирургия мести,Современные детективы,Марина Крамер,"жанр: психологический роман
темы: месть, хирургия, психология личности, внутренний конфликт, идентичность
конфликт: Противоречия между стремлением к мести и моральными принципами.
смысл: Роман о хирурге, который стремится к мести, исследуя внутренние конфликты и сложности личности.",22,4.2,132,
2120,2412,"Фальшивый друг, настоящий враг",Современные детективы,Марина Серова,"жанр: детектив
темы: дружба, предательство, расследование
конфликт: Противоречия в отношениях, Скрытая угроза
смысл: В книге описывается расследование, связанное с предательством и обманом в дружеских отношениях.",13,3.5,132,
2121,233738,Удар отточенным пером,Современные детективы,Татьяна Шахматова,"жанр: повесть
темы: семья, взросление, одиночество, самопознание, идентичность
конфликт: внутренние противоречия, поиск смысла
смысл: Описание повести о взрослении и поиске себя.",26,5.0,132,
2122,262129,Убийца с маникюром,Современные детективы,Владимир Колычев,"жанр: детектив
темы: преступление, расследование, тайна, манипуляция, психопатология, отношения
конфликт: Противоречия между следователями и подозреваемыми, борьба за истину
смысл: Книга рассказывает о расследовании преступлений и поиске истины.",12,4.0,132,
2123,119032,Труп на английской лужайке,Современные детективы,Юлия Алейникова,"жанр: детектив
темы: расследование, преступление, тайна, загадка, выживание
конфликт: Противоречия между видимостью и реальностью, между прошлым и настоящим.
смысл: В книге описывается расследование загадочного преступления.",14,4.3,132,
2124,282100,Три смерти Коломбины,Современные детективы,Наталья Солнцева,"жанр: детектив
темы: убийство, расследование, тайна, загадка, смерть, предательство
конфликт: Противоречия между следствием и обстоятельствами смерти героини.
смысл: Книга рассказывает о загадочной смерти Коломбины и ходе расследования.",8,5.0,132,
2125,136651,Темные тени нехорошей квартиры,Современные детективы,Евгения Михайлова,"жанр: детектив
темы: расследование, тайна, преступление, выживание, опасность
конфликт: расследование преступления, опасность для героя
смысл: В книге описывается расследование преступления в нехорошей квартире. Происходит раскрытие тайны.",19,5.0,132,
2126,312134,Твой враг во тьме,Современные детективы,Елена Арсеньева,"жанр: детектив
темы: расследование, тайна, предательство, честь, долг, выживание
конфликт: Противостояние добра и зла, борьба за справедливость
смысл: Книга рассказывает о расследовании загадочного преступления.",11,5.0,132,
2127,261578,Часовня погубленных душ,Современные детективы,Антон Леонтьев,"жанр: триллер
темы: выживание, опасность, героизм, предательство, честь
конфликт: Противоречия между героем и обстоятельствами. Борьба за выживание.
смысл: Герой оказывается в экстремальной ситуации и вынужден бороться за свою жизнь.",13,4.7,132,
2128,269021,Если бы не Михаил…,Научная фантастика,Кир Булычев,"жанр: повесть
темы: семья, взросление, выбор, внутренний конфликт, смысл жизни
конфликт: Противоречия в отношениях между отцом и сыном.
смысл: Повесть о взаимоотношениях между отцом и сыном и поиске смысла жизни.",12,3.3,132,
2129,186140,Мир без Солнца,Научная фантастика,Алексей Калугин,"жанр: научная фантастика
темы: выживание, одиночество, будущее, прогресс, экология
конфликт: существование в мире без солнца, поиск способов выживания
смысл: описание возможного будущего человечества в условиях катастрофического изменения окружающей среды.",19,5.0,132,
2130,3561,Именем Земли,Научная фантастика,Сергей Лукьяненко,"жанр: научная фантастика
темы: космос, выживание, опасность, героизм, наука
конфликт: борьба за выживание в космосе
смысл: Группа космонавтов оказывается на планете с загадочными свойствами, где им приходится бороться за выживание.",20,4.8,132,
2131,150860,Машина желаний,Научная фантастика,Аркадий и Борис Стругацкие,"жанр: научная фантастика
темы: наука, технологии, искусственный интеллект, будущее, прогресс
конфликт: противоречия между стремлениями человечества и ограничениями технического прогресса
смысл: Описание последствий создания машины, способной исполнять желания, и влияния этого изобретения на человеческое общество.",19,5.0,132,
2132,284507,Мамочка,Научная фантастика,Святослав Логинов,"жанр: повесть
темы: семья, детство, взросление, любовь, внутренний конфликт
конфликт: взаимоотношения между матерью и ребёнком, поиск взаимопонимания
смысл: Повесть о сложных взаимоотношениях между матерью и ребёнком.",11,3.5,132,
2133,139816,Малыш,Научная фантастика,Аркадий и Борис Стругацкие,"жанр: повесть
темы: детство, взросление, одиночество, внутренний конфликт, идентичность
конфликт: столкновение с реальностью, поиск своего места
смысл: Повесть о ребёнке, который ищет своё место в мире и сталкивается с проблемами взросления.",15,5.0,132,
2134,282292,Малиновка под колпаком,Научная фантастика,Владимир Свержин,"жанр: исторический роман
темы: история, прошлое, цивилизация, социальные процессы
конфликт: противоречие между прошлым и настоящим, борьба за сохранение культурного наследия.
смысл: книга рассказывает о важности сохранения исторической памяти и культурного наследия, подчеркивая значение прошлого для понимания настоящего.",10,4.0,132,
2136,191019,Корабль Альвандера,Научная фантастика,Сергей Садов,"жанр: научная фантастика
темы: космос, технологии, будущее, прогресс
конфликт: противоречие между человеческой цивилизацией и технологическим прогрессом.
смысл: книга представляет собой размышление о потенциальных последствиях технологического прогресса для человеческой цивилизации.",16,4.4,132,
2138,220993,Кому это нужно?,Научная фантастика,Кир Булычев,"жанр: социальная фантастика
темы: будущее, прогресс, власть
конфликт: противоречие между индивидуальной свободой и коллективной властью.
смысл: Книга исследует проблемы социального прогресса и индивидуальной свободы в условиях всеобщей власти.",7,5.0,132,
2139,150263,Командировочка,Научная фантастика,Юлий Буркин,"жанр: роман
темы: семья, взросление, власть
конфликт: противоречие между личными отношениями и профессиональной карьерой.
смысл: книга рассказывает о путях взросления и поисках баланса между личной и профессиональной жизнью.",14,4.7,132,
2141,216209,Кошелек или жизнь?,Современные детективы,Марина Серова,"жанр: психологический роман
темы: взросление, идентичность, психология личности
конфликт: противоречие между личными желаниями и социальными ожиданиями.
смысл: Книга исследует проблемы формирования личности и поиска смысла жизни.",13,5.0,132,
2142,6236,"Король умер, да здравствует король",Современные детективы,Ольга Володарская,"жанр: социальная фантастика
темы: власть, коррупция, социальное неравенство
конфликт: Власть и коррупция приводят к социальному неравенству.
смысл: Книга исследует взаимосвязь между властью, коррупцией и социальным неравенством, показывая, как эти факторы формируют общественные отношения.",9,5.0,132,
2143,111637,Кодекс мстителя,Современные детективы,Владимир Колычев,"жанр: триллер
темы: власть, коррупция, насилие
конфликт: противостояние героя и системы власти, борьба за справедливость.
смысл: книга рассказывает о поисках героя справедливости и правды в мире коррумпированной власти.",16,3.3,132,
2144,149552,Ключ от миража,Современные детективы,Татьяна Степанова,"жанр: фантастика
темы: свобода, выбор, власть
конфликт: противоречие между индивидуальной свободой и коллективной властью.
смысл: Книга исследует проблемы свободы и выбора в контексте власти и контроля.",19,4.2,132,
2146,141981,Кукла крымского мага,Современные детективы,Мария Спасская,"жанр: фэнтези
темы: магия, крым, история, мифология
конфликт: противоречие между магической силой и реальностью, борьба за сохранение традиций.
смысл: Книга рассказывает о путях героя, который должен сбалансировать свою магическую природу с реальными проблемами, и о важности сохранения исторических и культурных традиций.",9,5.0,132,
2147,213862,"Кто будет президентом, или Достойный преемник",Современные детективы,Фридрих Незнанский,"жанр: политическая сатира
темы: политика, власть, коррупция, бюрократия
конфликт: борьба за власть, противоречие между личными интересами и общественным благом
смысл: критика системы власти и подчеркивание важности честности и справедливости в политике.",9,5.0,132,
